행정구역,총인구수,연령구간인구수,2022년04월_계_0~9세,2022년04월_계_10~19세,2022년04월_계_20~29세,2022년04월_계_30~39세,2022년04월_계_40~49세,2022년04월_계_50~59세,2022년04월_계_60~69세,2022년04월_계_70~79세,2022년04월_계_80~89세,2022년04월_계_90~99세,2022년04월_계_100세 이상,2022년04월_남_총인구수,2022년04월_남_연령구간인구수,2022년04월_남_0~9세,2022년04월_남_10~19세,2022년04월_남_20~29세,2022년04월_남_30~39세,2022년04월_남_40~49세,2022년04월_남_50~59세,2022년04월_남_60~69세,2022년04월_남_70~79세,2022년04월_남_80~89세,2022년04월_남_90~99세,2022년04월_남_100세 이상,2022년04월_여_총인구수,2022년04월_여_연령구간인구수,2022년04월_여_0~9세,2022년04월_여_10~19세,2022년04월_여_20~29세,2022년04월_여_30~39세,2022년04월_여_40~49세,2022년04월_여_50~59세,2022년04월_여_60~69세,2022년04월_여_70~79세,2022년04월_여_80~89세,2022년04월_여_90~99세,2022년04월_여_100세 이상
서울특별시 중랑구 면목제2동(1126052000),24063,24063,1121,1437,3214,3265,3448,4700,3872,2049,838,117,2,12023,12023,581,714,1587,1743,1844,2389,1883,918,337,27,0,12040,12040,540,723,1627,1522,1604,2311,1989,1131,501,90,2
서울특별시 중랑구 면목제4동(1126054000),18913,18913,991,1183,2417,2621,2901,3227,3045,1797,664,65,2,9404,9404,520,621,1244,1372,1516,1618,1452,768,268,24,1,9509,9509,471,562,1173,1249,1385,1609,1593,1029,396,41,1
서울특별시 중랑구 면목제5동(1126055000),14849,14849,1394,876,1732,2634,2363,2411,2014,1004,389,32,0,7468,7468,692,446,888,1322,1272,1226,992,471,151,8,0,7381,7381,702,430,844,1312,1091,1185,1022,533,238,24,0
서울특별시 중랑구 면목본동(1126056500),33411,33411,1354,1748,5149,5212,4702,6100,5120,2785,1123,112,6,16546,16546,700,849,2547,2762,2477,3026,2495,1218,447,21,4,16865,16865,654,899,2602,2450,2225,3074,2625,1567,676,91,2
서울특별시 중랑구 면목제7동(1126057000),21680,21680,1104,1146,2896,3263,3072,3750,3659,1954,738,96,2,10876,10876,604,591,1440,1694,1627,1868,1802,922,306,22,0,10804,10804,500,555,1456,1569,1445,1882,1857,1032,432,74,2
서울특별시 중랑구 면목제3.8동(1126057500),24533,24533,962,1360,3566,3436,3299,4524,4163,2206,903,111,3,12167,12167,488,702,1795,1826,1736,2246,1974,1004,365,30,1,12366,12366,474,658,1771,1610,1563,2278,2189,1202,538,81,2
서울특별시 중랑구 상봉제1동(1126058000),23851,23851,1626,1835,3276,3521,3448,4145,3569,1591,738,100,2,11614,11614,810,984,1627,1776,1716,1977,1723,703,281,17,0,12237,12237,816,851,1649,1745,1732,2168,1846,888,457,83,2
서울특별시 중랑구 상봉제2동(1126059000),20233,20233,746,706,4190,4511,2522,3030,2597,1324,531,71,5,9770,9770,371,385,1724,2274,1318,1542,1288,617,228,22,1,10463,10463,375,321,2466,2237,1204,1488,1309,707,303,49,4
서울특별시 중랑구 중화제1동(1126060000),19453,19453,1058,1241,2677,3125,2676,3163,3186,1644,621,61,1,9556,9556,534,615,1319,1627,1411,1490,1529,768,249,14,0,9897,9897,524,626,1358,1498,1265,1673,1657,876,372,47,1
서울특별시 중랑구 중화제2동(1126061000),24821,24821,990,1111,3585,3690,3260,4653,4297,2148,1004,82,1,12748,12748,550,585,1774,1941,1779,2479,2221,990,406,22,1,12073,12073,440,526,1811,1749,1481,2174,2076,1158,598,60,0
서울특별시 중랑구 묵제1동(1126062000),34367,34367,2027,2992,4894,4652,5476,5560,4881,2639,1111,121,14,16529,16529,1029,1525,2284,2338,2697,2679,2254,1223,470,24,6,17838,17838,998,1467,2610,2314,2779,2881,2627,1416,641,97,8
서울특별시 중랑구 묵제2동(1126063000),18600,18600,895,1112,2613,2751,2776,3184,3005,1553,644,65,2,9132,9132,465,578,1278,1402,1415,1592,1386,724,274,17,1,9468,9468,430,534,1335,1349,1361,1592,1619,829,370,48,1
서울특별시 중랑구 망우본동(1126065500),35461,35461,2449,2126,4821,5675,4834,5774,5618,2790,1200,166,8,17597,17597,1260,1040,2280,2917,2581,2922,2815,1307,432,40,3,17864,17864,1189,1086,2541,2758,2253,2852,2803,1483,768,126,5
서울특별시 중랑구 망우제3동(1126066000),16181,16181,644,1000,2129,1962,2159,3166,2900,1507,607,104,3,8144,8144,346,455,1101,1064,1114,1588,1491,704,261,20,0,8037,8037,298,545,1028,898,1045,1578,1409,803,346,84,3
서울특별시 중랑구 신내1동(1126068000),38310,38310,2735,3777,4680,4633,5843,6279,5920,2890,1327,217,9,18542,18542,1393,1932,2404,2264,2875,2962,2842,1335,500,35,0,19768,19768,1342,1845,2276,2369,2968,3317,3078,1555,827,182,9
서울특별시 중랑구 신내2동(1126069000),20215,20215,1136,1608,2290,2771,2979,3440,3390,1661,826,108,6,9625,9625,566,817,1166,1372,1503,1610,1540,725,293,31,2,10590,10590,570,791,1124,1399,1476,1830,1850,936,533,77,4
서울특별시 성북구 (1129000000),433331,433331,27103,36568,65859,58434,67519,70032,57295,32645,15731,2072,73,208762,208762,13839,18557,31532,29193,33184,34586,26908,14199,6230,521,13,224569,224569,13264,18011,34327,29241,34335,35446,30387,18446,9501,1551,60
서울특별시 성북구 성북동(1129052500),16465,16465,705,1124,2696,2508,2432,2741,2113,1256,737,145,8,7677,7677,348,578,1229,1210,1140,1303,988,521,309,49,2,8788,8788,357,546,1467,1298,1292,1438,1125,735,428,96,6
서울특별시 성북구 삼선동(1129055500),22838,22838,939,1804,4208,3209,3350,3734,2825,1713,939,107,10,10870,10870,482,908,1888,1604,1650,1853,1371,721,361,30,2,11968,11968,457,896,2320,1605,1700,1881,1454,992,578,77,8
서울특별시 성북구 동선동(1129057500),15414,15414,488,968,4503,2521,1897,1923,1507,1025,508,70,4,6471,6471,230,385,1478,1180,920,955,676,439,190,18,0,8943,8943,258,583,3025,1341,977,968,831,586,318,52,4
서울특별시 성북구 돈암제1동(1129058000),14522,14522,754,1187,1901,1911,1987,2631,2220,1252,603,71,5,6789,6789,376,584,875,926,934,1276,1018,558,224,18,0,7733,7733,378,603,1026,985,1053,1355,1202,694,379,53,5
서울특별시 성북구 돈암제2동(1129059000),23697,23697,1836,2688,2806,2863,4163,4189,2826,1427,761,135,3,11224,11224,934,1310,1386,1353,1939,2024,1325,618,300,35,0,12473,12473,902,1378,1420,1510,2224,2165,1501,809,461,100,3
서울특별시 성북구 안암동(1129060000),15194,15194,403,884,5395,2031,1553,1955,1509,922,479,60,3,7657,7657,205,467,2814,1117,799,978,713,378,172,13,1,7537,7537,198,417,2581,914,754,977,796,544,307,47,2
서울특별시 성북구 보문동(1129061000),15812,15812,1007,983,2628,2616,2400,2564,1991,1063,496,60,4,7612,7612,505,478,1238,1344,1190,1264,935,452,195,11,0,8200,8200,502,505,1390,1272,1210,1300,1056,611,301,49,4
서울특별시 성북구 정릉제1동(1129062000),18077,18077,1337,1704,2203,2461,3076,2850,2315,1361,684,84,2,8680,8680,698,853,1088,1211,1491,1379,1093,580,264,23,0,9397,9397,639,851,1115,1250,1585,1471,1222,781,420,61,2
서울특별시 성북구 정릉제2동(1129063000),22887,22887,1351,1781,3141,3019,3392,3817,3413,1964,890,118,1,11062,11062,691,938,1568,1524,1690,1824,1587,865,347,28,0,11825,11825,660,843,1573,1495,1702,1993,1826,1099,543,90,1
서울특별시 성북구 정릉제3동(1129064000),15275,15275,534,996,3234,1855,1741,2309,2310,1434,754,104,4,7626,7626,281,537,1817,1056,851,1139,1025,614,281,24,1,7649,7649,253,459,1417,799,890,1170,1285,820,473,80,3
서울특별시 성북구 정릉제4동(1129065000),24709,24709,1423,2041,3207,2985,3995,4187,3655,2106,973,133,4,11896,11896,749,1068,1612,1477,1955,2011,1656,943,392,33,0,12813,12813,674,973,1595,1508,2040,2176,1999,1163,581,100,4
서울특별시 성북구 길음제1동(1129066000),34905,34905,3386,4897,3311,4059,7499,5303,3358,2050,908,129,5,16555,16555,1733,2401,1585,1825,3549,2722,1503,854,362,21,0,18350,18350,1653,2496,1726,2234,3950,2581,1855,1196,546,108,5
서울특별시 성북구 길음제2동(1129068500),21037,21037,2075,1930,2433,3018,3794,3409,2532,1246,520,79,1,10140,10140,1067,1006,1149,1449,1809,1705,1179,564,197,15,0,10897,10897,1008,924,1284,1569,1985,1704,1353,682,323,64,1
서울특별시 성북구 종암동(1129070500),38442,38442,2379,3504,5548,4906,6105,6320,5000,2856,1579,237,8,19041,19041,1222,1937,2925,2511,3005,3137,2412,1197,624,67,4,19401,19401,1157,1567,2623,2395,3100,3183,2588,1659,955,170,4
서울특별시 성북구 월곡제1동(1129071500),26224,26224,1805,2547,2955,3426,4406,4247,3685,2115,930,108,0,12623,12623,902,1250,1387,1696,2179,2124,1742,922,388,33,0,13601,13601,903,1297,1568,1730,2227,2123,1943,1193,542,75,0
서울특별시 성북구 월곡제2동(1129072500),19401,19401,956,1454,3472,2667,2722,2962,2746,1579,749,91,3,9325,9325,512,730,1472,1387,1366,1497,1346,690,304,20,1,10076,10076,444,724,2000,1280,1356,1465,1400,889,445,71,2
서울특별시 성북구 장위제1동(1129076000),24131,24131,1687,1848,3284,3330,3679,4183,3509,1734,786,88,3,11807,11807,845,937,1664,1740,1849,2035,1656,762,295,23,1,12324,12324,842,911,1620,1590,1830,2148,1853,972,491,65,2
서울특별시 성북구 장위제2동(1129077000),13684,13684,549,831,1921,1806,1825,2378,2280,1378,642,72,2,6751,6751,287,427,935,937,982,1212,1066,626,262,17,0,6933,6933,262,404,986,869,843,1166,1214,752,380,55,2
서울특별시 성북구 장위제3동(1129078000),15729,15729,1636,1309,1988,2398,2632,2483,1964,919,357,42,1,7710,7710,831,652,959,1137,1356,1242,934,441,149,9,0,8019,8019,805,657,1029,1261,1276,1241,1030,478,208,33,1
서울특별시 성북구 석관동(1129081000),34888,34888,1853,2088,5025,4845,4871,5847,5537,3245,1436,139,2,17246,17246,941,1111,2463,2509,2530,2906,2683,1454,614,34,1,17642,17642,912,977,2562,2336,2341,2941,2854,1791,822,105,1
서울특별시 강북구 (1130500000),296942,296942,13598,20538,40668,36469,43206,51414,47208,29265,13023,1506,47,144395,144395,7005,10441,19811,19113,22259,25426,22080,12609,5229,409,13,152547,152547,6593,10097,20857,17356,20947,25988,25128,16656,7794,1097,34
서울특별시 강북구 삼양동(1130553400),23412,23412,1146,1808,2965,2801,3386,4251,3792,2204,936,121,2,11703,11703,610,948,1554,1484,1734,2163,1790,1008,375,36,1,11709,11709,536,860,1411,1317,1652,2088,2002,1196,561,85,1
서울특별시 강북구 미아동(1130553500),21347,21347,667,1276,3584,2794,2848,3651,3445,2032,952,97,1,10245,10245,335,664,1552,1467,1490,1771,1672,880,389,25,0,11102,11102,332,612,2032,1327,1358,1880,1773,1152,563,72,1
서울특별시 강북구 송중동(1130554500),29241,29241,1382,1933,4059,3841,4316,5059,4658,2744,1118,129,2,14063,14063,699,919,1996,1939,2191,2441,2169,1199,473,36,1,15178,15178,683,1014,2063,1902,2125,2618,2489,1545,645,93,1
서울특별시 강북구 송천동(1130555500),26011,26011,911,1481,3379,3034,3557,4819,4693,2786,1223,119,9,12889,12889,454,749,1683,1636,1895,2436,2300,1218,482,34,2,13122,13122,457,732,1696,1398,1662,2383,2393,1568,741,85,7
서울특별시 강북구 삼각산동(1130557500),31009,31009,2627,3867,3240,3474,6090,5167,3528,2023,878,109,6,14888,14888,1366,1967,1601,1615,2943,2583,1611,871,306,23,2,16121,16121,1261,1900,1639,1859,3147,2584,1917,1152,572,86,4
서울특별시 강북구 번1동(1130559500),18394,18394,595,996,3117,2658,2725,3057,2736,1693,730,85,2,9260,9260,322,501,1513,1430,1469,1609,1307,767,313,29,0,9134,9134,273,495,1604,1228,1256,1448,1429,926,417,56,2
서울특별시 강북구 번2동(1130560300),15619,15619,567,938,2146,1641,2129,2719,2692,1905,794,85,3,7546,7546,303,491,1113,875,1098,1356,1245,746,300,19,0,8073,8073,264,447,1033,766,1031,1363,1447,1159,494,66,3
서울특별시 강북구 번3동(1130560800),16650,16650,821,1204,1772,1581,2351,2788,2690,2404,937,98,4,7790,7790,402,618,921,812,1167,1368,1217,880,385,19,1,8860,8860,419,586,851,769,1184,1420,1473,1524,552,79,3
서울특별시 강북구 수유1동(1130561500),20490,20490,859,1251,3059,2651,2824,3488,3372,1977,902,102,5,10089,10089,442,634,1485,1438,1536,1711,1580,870,358,35,0,10401,10401,417,617,1574,1213,1288,1777,1792,1107,544,67,5
서울특별시 강북구 수유2동(1130562500),21168,21168,966,1317,2869,2491,2900,3716,3531,2122,1112,143,1,10083,10083,494,683,1362,1325,1488,1764,1588,904,433,41,1,11085,11085,472,634,1507,1166,1412,1952,1943,1218,679,102,0
서울특별시 강북구 수유3동(1130563500),23056,23056,709,1086,4189,3341,3101,3953,3532,2123,923,96,3,11455,11455,366,560,1998,1821,1670,2014,1649,954,388,35,0,11601,11601,343,526,2191,1520,1431,1939,1883,1169,535,61,3
서울특별시 강북구 우이동(1130564500),20430,20430,969,1358,2491,2526,2818,3536,3398,2119,1075,137,3,9846,9846,491,694,1170,1361,1451,1720,1560,904,456,38,1,10584,10584,478,664,1321,1165,1367,1816,1838,1215,619,99,2
서울특별시 강북구 인수동(1130566000),30115,30115,1379,2023,3798,3636,4161,5210,5141,3133,1443,185,6,14538,14538,721,1013,1863,1910,2127,2490,2392,1408,571,39,4,15577,15577,658,1010,1935,1726,2034,2720,2749,1725,872,146,2
서울특별시 도봉구 (1132000000),315522,315522,16504,23924,40747,38872,45552,55821,51676,27570,13047,1721,88,153445,153445,8595,12302,20575,19899,22599,26772,24391,12646,5172,464,30,162077,162077,7909,11622,20172,18973,22953,29049,27285,14924,7875,1257,58
서울특별시 도봉구 창제1동(1132051100),24527,24527,1375,2028,3139,3235,3826,4235,3597,1941,1018,128,5,11668,11668,698,1035,1549,1613,1863,2006,1636,838,396,31,3,12859,12859,677,993,1590,1622,1963,2229,1961,1103,622,97,2
서울특별시 도봉구 창제2동(1132051200),28918,28918,1569,2144,4032,3897,4380,5076,4269,2362,1075,111,3,14062,14062,816,1105,1994,1970,2223,2428,1971,1084,448,23,0,14856,14856,753,1039,2038,1927,2157,2648,2298,1278,627,88,3
서울특별시 도봉구 창제3동(1132051300),13776,13776,659,997,1697,1555,2058,2514,2278,1346,614,54,4,6892,6892,354,527,884,820,1059,1288,1086,603,252,17,2,6884,6884,305,470,813,735,999,1226,1192,743,362,37,2
서울특별시 도봉구 창제4동(1132051400),26367,26367,1574,2500,3434,3265,4176,4803,3815,1702,932,155,11,12673,12673,828,1278,1732,1582,1973,2249,1838,792,347,47,7,13694,13694,746,1222,1702,1683,2203,2554,1977,910,585,108,4
서울특별시 도봉구 창제5동(1132051500),24412,24412,1376,1828,3474,3425,3367,4304,3835,1796,872,130,5,11670,11670,718,931,1696,1715,1623,1979,1795,820,353,39,1,12742,12742,658,897,1778,1710,1744,2325,2040,976,519,91,4
서울특별시 도봉구 도봉제1동(1132052100),20857,20857,747,1096,2436,2217,2714,3716,3992,2658,1164,114,3,10502,10502,365,587,1293,1227,1482,1853,1938,1234,481,40,2,10355,10355,382,509,1143,990,1232,1863,2054,1424,683,74,1
서울특별시 도봉구 도봉제2동(1132052200),26614,26614,1482,1542,3039,3413,3606,4342,4899,2834,1263,190,4,13001,13001,760,781,1544,1739,1835,2133,2304,1342,520,43,0,13613,13613,722,761,1495,1674,1771,2209,2595,1492,743,147,4
서울특별시 도봉구 쌍문제1동(1132066000),21250,21250,1056,1510,2856,2482,2973,3767,3441,2057,969,122,17,10224,10224,569,716,1338,1305,1498,1824,1608,931,396,34,5,11026,11026,487,794,1518,1177,1475,1943,1833,1126,573,88,12
서울특별시 도봉구 쌍문제2동(1132067000),18671,18671,907,1289,2392,2471,2658,3247,3155,1603,814,118,17,8883,8883,462,686,1207,1269,1331,1457,1447,697,286,35,6,9788,9788,445,603,1185,1202,1327,1790,1708,906,528,83,11
서울특별시 도봉구 쌍문제3동(1132068000),16802,16802,777,1021,2466,2364,2396,2844,2578,1571,701,80,4,8091,8091,388,514,1183,1223,1223,1347,1201,688,299,23,2,8711,8711,389,507,1283,1141,1173,1497,1377,883,402,57,2
서울특별시 도봉구 쌍문제4동(1132068100),18483,18483,1096,1860,2400,2194,2776,3334,2925,1177,622,97,2,8719,8719,582,949,1191,1056,1283,1500,1360,561,214,23,0,9764,9764,514,911,1209,1138,1493,1834,1565,616,408,74,2
서울특별시 도봉구 방학제1동(1132069000),28551,28551,1401,2102,3819,3230,4050,5289,4810,2656,1045,144,5,14197,14197,707,1065,1951,1685,2019,2648,2359,1280,444,38,1,14354,14354,694,1037,1868,1545,2031,2641,2451,1376,601,106,4
서울특별시 도봉구 방학제2동(1132070000),19465,19465,781,1379,2503,2101,2616,3709,3437,1921,909,107,2,9844,9844,419,709,1363,1175,1338,1884,1680,879,367,30,0,9621,9621,362,670,1140,926,1278,1825,1757,1042,542,77,2
서울특별시 도봉구 방학제3동(1132071000),26829,26829,1704,2628,3060,3023,3956,4641,4645,1946,1049,171,6,13019,13019,929,1419,1650,1520,1849,2176,2168,897,369,41,1,13810,13810,775,1209,1410,1503,2107,2465,2477,1049,680,130,5
서울특별시 노원구 (1135000000),509658,509658,29834,50305,69635,62650,80857,86863,71322,37564,17928,2607,93,245222,245222,15399,26038,35567,31215,38568,41933,33091,16395,6359,640,17,264436,264436,14435,24267,34068,31435,42289,44930,38231,21169,11569,1967,76
서울특별시 노원구 월계1동(1135056000),21491,21491,1073,1610,3688,2518,3190,3426,3137,1953,783,107,6,11110,11110,550,861,2191,1362,1644,1734,1511,907,318,30,2,10381,10381,523,749,1497,1156,1546,1692,1626,1046,465,77,4
서울특별시 노원구 월계2동(1135057000),26326,26326,1520,1978,3054,2989,3986,4481,4491,2537,1098,182,10,12659,12659,783,1007,1621,1486,2013,2186,2004,1139,372,45,3,13667,13667,737,971,1433,1503,1973,2295,2487,1398,726,137,7
서울특별시 노원구 월계3동(1135058000),29611,29611,2010,2033,3346,4425,4447,4654,4705,2590,1243,154,4,14130,14130,1033,1064,1660,2202,2278,2166,2079,1168,449,31,0,15481,15481,977,969,1686,2223,2169,2488,2626,1422,794,123,4
서울특별시 노원구 공릉1동(1135059500),36668,36668,1793,2581,6640,5061,5267,5574,5616,2827,1138,167,4,17813,17813,912,1331,3245,2531,2709,2713,2600,1288,444,39,1,18855,18855,881,1250,3395,2530,2558,2861,3016,1539,694,128,3
서울특별시 노원구 공릉2동(1135060000),41840,41840,3164,4431,6866,5757,6710,6359,4985,2390,1041,132,5,20372,20372,1639,2264,3403,2834,3211,3115,2335,1138,390,43,0,21468,21468,1525,2167,3463,2923,3499,3244,2650,1252,651,89,5
서울특별시 노원구 하계1동(1135061100),27181,27181,1026,3318,4704,2642,3877,4860,3751,1850,1018,131,4,13027,13027,546,1835,2504,1303,1743,2330,1736,694,300,36,0,14154,14154,480,1483,2200,1339,2134,2530,2015,1156,718,95,4
서울특별시 노원구 하계2동(1135061200),21756,21756,1346,2603,2826,2475,3711,3885,2714,1359,725,112,0,10358,10358,707,1326,1453,1200,1724,1855,1260,565,235,33,0,11398,11398,639,1277,1373,1275,1987,2030,1454,794,490,79,0
서울특별시 노원구 중계본동(1135061900),23761,23761,1364,4361,2998,1777,4686,4530,2376,1037,556,72,4,11564,11564,718,2214,1531,864,2000,2317,1250,456,196,17,1,12197,12197,646,2147,1467,913,2686,2213,1126,581,360,55,3
서울특별시 노원구 중계1동(1135062100),26583,26583,1832,5401,2861,1918,6117,4629,2267,950,537,68,3,12940,12940,1003,2854,1487,820,2656,2423,1115,396,168,17,1,13643,13643,829,2547,1374,1098,3461,2206,1152,554,369,51,2
서울특별시 노원구 중계4동(1135062400),19719,19719,1000,2103,2419,1873,3219,3608,2694,1827,841,132,3,9473,9473,510,1149,1247,946,1540,1761,1268,714,304,34,0,10246,10246,490,954,1172,927,1679,1847,1426,1113,537,98,3
서울특별시 노원구 중계2.3동(1135062500),33835,33835,1754,2955,3965,4026,5324,5622,4963,3287,1686,246,7,15521,15521,906,1437,1978,1968,2568,2670,2169,1220,546,59,0,18314,18314,848,1518,1987,2058,2756,2952,2794,2067,1140,187,7
서울특별시 노원구 상계1동(1135063000),37830,37830,2064,3159,4921,4651,5437,6828,6252,2965,1352,192,9,18298,18298,1043,1629,2495,2356,2609,3225,2985,1376,531,46,3,19532,19532,1021,1530,2426,2295,2828,3603,3267,1589,821,146,6
서울특별시 노원구 상계2동(1135064000),19846,19846,867,1744,3110,2215,2833,3836,3048,1417,677,96,3,9782,9782,433,849,1588,1178,1383,1895,1506,672,257,21,0,10064,10064,434,895,1522,1037,1450,1941,1542,745,420,75,3
서울특별시 노원구 상계3.4동(1135066500),25893,25893,1271,1948,3017,2763,3655,4651,4443,2693,1315,130,7,12892,12892,646,1073,1602,1488,1857,2323,2160,1196,517,29,1,13001,13001,625,875,1415,1275,1798,2328,2283,1497,798,101,6
서울특별시 노원구 상계5동(1135067000),23795,23795,979,1897,3228,2598,3352,4441,3837,2258,1035,159,11,11520,11520,503,968,1674,1390,1649,2152,1802,991,345,45,1,12275,12275,476,929,1554,1208,1703,2289,2035,1267,690,114,10
서울특별시 노원구 상계6.7동(1135069500),32374,32374,2181,2844,4283,4696,5224,5636,4222,2008,1064,208,8,14956,14956,1120,1469,2061,2213,2400,2544,1874,868,360,46,1,17418,17418,1061,1375,2222,2483,2824,3092,2348,1140,704,162,7
서울특별시 노원구 상계8동(1135070000),22403,22403,2150,1869,2616,4702,3753,3060,2380,1194,580,97,2,10701,10701,1109,938,1306,2316,1840,1427,1010,527,204,23,1,11702,11702,1041,931,1310,2386,1913,1633,1370,667,376,74,1
서울특별시 노원구 상계9동(1135071000),20238,20238,1191,1906,2595,2661,3207,3572,2900,1375,706,124,1,9537,9537,606,984,1338,1339,1439,1655,1299,608,243,25,1,10701,10701,585,922,1257,1322,1768,1917,1601,767,463,99,0
서울특별시 노원구 상계10동(1135072000),18508,18508,1249,1564,2498,2903,2862,3211,2541,1047,533,98,2,8569,8569,632,786,1183,1419,1305,1442,1128,472,180,21,1,9939,9939,617,778,1315,1484,1557,1769,1413,575,353,77,1
서울특별시 은평구 (1138000000),473131,473131,27177,36986,64742,66642,73688,77649,67510,38688,17847,2132,70,226009,226009,13940,18920,30784,32651,36475,37394,31207,16811,7215,597,15,247122,247122,13237,18066,33958,33991,37213,40255,36303,21877,10632,1535,55
서울특별시 은평구 녹번동(1138051000),36721,36721,2333,2158,4856,5935,5471,5912,5323,3112,1438,178,5,17357,17357,1165,1060,2284,2875,2791,2825,2386,1336,588,45,2,19364,19364,1168,1098,2572,3060,2680,3087,2937,1776,850,133,3
서울특별시 은평구 불광제1동(1138052000),38405,38405,2126,2523,5053,5356,5636,6617,5799,3365,1714,209,7,18079,18079,1083,1329,2405,2655,2752,3052,2650,1414,667,71,1,20326,20326,1043,1194,2648,2701,2884,3565,3149,1951,1047,138,6
서울특별시 은평구 불광제2동(1138053000),27369,27369,968,1626,4056,3840,3553,4706,4543,2708,1220,146,3,13228,13228,488,844,1984,1984,1847,2221,2129,1191,502,38,0,14141,14141,480,782,2072,1856,1706,2485,2414,1517,718,108,3
서울특별시 은평구 갈현제1동(1138055100),21490,21490,807,1377,3347,2837,2966,3740,3536,1975,802,98,5,10488,10488,443,724,1682,1539,1502,1732,1618,891,335,21,1,11002,11002,364,653,1665,1298,1464,2008,1918,1084,467,77,4
서울특별시 은평구 갈현제2동(1138055200),28075,28075,1330,2274,4271,3733,4407,4793,3868,2272,1031,94,2,13306,13306,682,1144,2053,1860,2147,2252,1738,962,435,33,0,14769,14769,648,1130,2218,1873,2260,2541,2130,1310,596,61,2
서울특별시 은평구 구산동(1138056000),32068,32068,1592,2718,4328,3954,4878,5626,4846,2744,1230,148,4,15683,15683,789,1325,2092,1980,2466,2772,2384,1309,519,47,0,16385,16385,803,1393,2236,1974,2412,2854,2462,1435,711,101,4
서울특별시 은평구 대조동(1138057000),26805,26805,1024,1525,4742,4275,3777,4195,3655,2343,1139,124,6,12413,12413,541,698,1994,2121,1849,2064,1643,983,479,41,0,14392,14392,483,827,2748,2154,1928,2131,2012,1360,660,83,6
