행정구역,총인구수,연령구간인구수,2022년04월_계_0~9세,2022년04월_계_10~19세,2022년04월_계_20~29세,2022년04월_계_30~39세,2022년04월_계_40~49세,2022년04월_계_50~59세,2022년04월_계_60~69세,2022년04월_계_70~79세,2022년04월_계_80~89세,2022년04월_계_90~99세,2022년04월_계_100세 이상,2022년04월_남_총인구수,2022년04월_남_연령구간인구수,2022년04월_남_0~9세,2022년04월_남_10~19세,2022년04월_남_20~29세,2022년04월_남_30~39세,2022년04월_남_40~49세,2022년04월_남_50~59세,2022년04월_남_60~69세,2022년04월_남_70~79세,2022년04월_남_80~89세,2022년04월_남_90~99세,2022년04월_남_100세 이상,2022년04월_여_총인구수,2022년04월_여_연령구간인구수,2022년04월_여_0~9세,2022년04월_여_10~19세,2022년04월_여_20~29세,2022년04월_여_30~39세,2022년04월_여_40~49세,2022년04월_여_50~59세,2022년04월_여_60~69세,2022년04월_여_70~79세,2022년04월_여_80~89세,2022년04월_여_90~99세,2022년04월_여_100세 이상
전라북도 부안군 계화면(4580034000),3273,3273,87,135,173,196,346,476,728,705,378,48,1,1648,1648,40,65,90,129,225,289,352,307,141,10,0,1625,1625,47,70,83,67,121,187,376,398,237,38,1
전라북도 부안군 보안면(4580035000),2364,2364,38,75,111,91,170,406,579,483,365,45,1,1187,1187,19,44,61,51,122,226,316,213,122,12,1,1177,1177,19,31,50,40,48,180,263,270,243,33,0
전라북도 부안군 변산면(4580036000),4355,4355,176,268,311,318,511,805,941,631,345,49,0,2234,2234,95,136,180,187,314,449,466,291,110,6,0,2121,2121,81,132,131,131,197,356,475,340,235,43,0
전라북도 부안군 진서면(4580037000),2255,2255,68,96,140,115,204,396,587,413,207,26,3,1158,1158,41,54,97,59,119,236,286,202,60,4,0,1097,1097,27,42,43,56,85,160,301,211,147,22,3
전라북도 부안군 백산면(4580038000),2435,2435,35,82,131,113,197,376,547,498,404,52,0,1214,1214,22,46,80,76,132,231,279,215,122,11,0,1221,1221,13,36,51,37,65,145,268,283,282,41,0
전라북도 부안군 상서면(4580039000),2160,2160,56,74,147,105,169,402,476,387,302,41,1,1069,1069,33,38,78,65,104,230,264,168,83,6,0,1091,1091,23,36,69,40,65,172,212,219,219,35,1
전라북도 부안군 하서면(4580040000),2594,2594,55,100,157,124,236,433,579,498,355,54,3,1267,1267,34,52,91,66,134,263,290,213,108,16,0,1327,1327,21,48,66,58,102,170,289,285,247,38,3
전라북도 부안군 줄포면(4580041000),2493,2493,66,95,149,102,239,431,593,483,287,48,0,1239,1239,46,47,104,57,141,243,290,213,91,7,0,1254,1254,20,48,45,45,98,188,303,270,196,41,0
전라북도 부안군 위도면(4580042000),1115,1115,23,19,60,53,116,208,278,210,125,22,1,605,605,12,8,37,35,81,135,153,100,43,1,0,510,510,11,11,23,18,35,73,125,110,82,21,1
전라남도  (4600000000),1828550,1828550,120707,161811,191015,175518,252076,313371,287371,190321,118014,17838,508,920492,920492,61591,83656,107069,92359,134064,168980,145772,85417,37979,3550,55,908058,908058,59116,78155,83946,83159,118012,144391,141599,104904,80035,14288,453
전라남도 목포시 (4611000000),218024,218024,15806,23677,26034,23090,36086,36277,30088,17995,7926,1016,29,108480,108480,8185,12070,14121,11852,18571,18440,14273,7995,2746,224,3,109544,109544,7621,11607,11913,11238,17515,17837,15815,10000,5180,792,26
전라남도 목포시 용당1동(4611051000),10122,10122,381,669,966,860,1290,1734,1993,1531,622,74,2,5074,5074,208,334,528,491,722,925,911,694,244,17,0,5048,5048,173,335,438,369,568,809,1082,837,378,57,2
전라남도 목포시 용당2동(4611052000),4991,4991,182,285,460,396,647,846,1047,815,268,43,2,2523,2523,97,143,274,212,380,466,471,375,99,6,0,2468,2468,85,142,186,184,267,380,576,440,169,37,2
전라남도 목포시 연동(4611053500),4514,4514,134,291,358,312,592,781,860,763,367,54,2,2273,2273,63,148,199,190,371,448,412,310,117,14,1,2241,2241,71,143,159,122,221,333,448,453,250,40,1
전라남도 목포시 산정동(4611054500),9346,9346,608,1032,1088,945,1468,1609,1372,814,363,45,2,4541,4541,290,537,568,506,736,777,622,378,114,12,1,4805,4805,318,495,520,439,732,832,750,436,249,33,1
전라남도 목포시 연산동(4611055400),10456,10456,1423,1282,1202,1726,1954,1306,908,448,176,31,0,5152,5152,742,660,628,830,976,634,404,218,55,5,0,5304,5304,681,622,574,896,978,672,504,230,121,26,0
전라남도 목포시 원산동(4611055800),12451,12451,787,1391,1638,1205,2015,2304,1725,928,416,42,0,6123,6123,405,698,940,632,1008,1153,793,376,110,8,0,6328,6328,382,693,698,573,1007,1151,932,552,306,34,0
전라남도 목포시 대성동(4611056500),4874,4874,418,463,489,590,804,780,682,411,219,16,2,2427,2427,224,242,259,293,426,401,325,180,74,3,0,2447,2447,194,221,230,297,378,379,357,231,145,13,2
전라남도 목포시 목원동(4611059500),7226,7226,184,366,628,504,896,1269,1472,1259,558,86,4,3660,3660,92,187,355,288,516,711,724,564,202,20,1,3566,3566,92,179,273,216,380,558,748,695,356,66,3
전라남도 목포시 동명동(4611064000),5138,5138,167,271,452,393,652,814,1042,923,380,44,0,2689,2689,88,136,260,244,407,467,485,425,159,18,0,2449,2449,79,135,192,149,245,347,557,498,221,26,0
전라남도 목포시 삼학동(4611064500),5946,5946,378,591,656,543,919,901,1002,684,248,24,0,2919,2919,196,283,341,288,494,435,455,326,98,3,0,3027,3027,182,308,315,255,425,466,547,358,150,21,0
전라남도 목포시 만호동(4611065500),2665,2665,45,103,167,160,356,463,630,498,218,23,2,1419,1419,23,54,101,97,235,281,315,219,92,2,0,1246,1246,22,49,66,63,121,182,315,279,126,21,2
전라남도 목포시 유달동(4611066000),3958,3958,117,203,357,245,467,672,806,698,357,34,2,2110,2110,70,104,229,153,318,418,425,284,104,5,0,1848,1848,47,99,128,92,149,254,381,414,253,29,2
전라남도 목포시 죽교동(4611069500),2981,2981,113,210,271,231,382,503,542,485,219,25,0,1545,1545,57,94,161,141,237,296,279,206,70,4,0,1436,1436,56,116,110,90,145,207,263,279,149,21,0
전라남도 목포시 북항동(4611070500),8961,8961,557,951,1017,865,1420,1581,1393,782,363,31,1,4471,4471,310,474,558,470,753,789,635,343,131,8,0,4490,4490,247,477,459,395,667,792,758,439,232,23,1
전라남도 목포시 용해동(4611074500),16853,16853,1448,2397,1904,1808,3168,2541,1907,1082,531,66,1,8269,8269,734,1236,1014,889,1577,1280,873,460,185,21,0,8584,8584,714,1161,890,919,1591,1261,1034,622,346,45,1
전라남도 목포시 이로동(4611075000),10653,10653,892,1434,1147,1048,1868,1594,1442,809,370,47,2,5238,5238,485,716,639,512,930,766,648,382,153,7,0,5415,5415,407,718,508,536,938,828,794,427,217,40,2
전라남도 목포시 상동(4611075600),21630,21630,1755,2357,2524,2469,3631,3572,2966,1562,689,103,2,10620,10620,934,1210,1350,1302,1795,1724,1386,698,201,20,0,11010,11010,821,1147,1174,1167,1836,1848,1580,864,488,83,2
전라남도 목포시 하당동(4611075700),11804,11804,713,1101,2190,1499,2022,2042,1361,579,262,33,2,6058,6058,364,583,1095,795,1075,1099,697,268,74,8,0,5746,5746,349,518,1095,704,947,943,664,311,188,25,2
전라남도 목포시 신흥동(4611075800),16354,16354,1127,1821,2474,1856,2607,3035,2145,822,412,54,1,8106,8106,579,932,1362,934,1281,1424,1072,364,145,13,0,8248,8248,548,889,1112,922,1326,1611,1073,458,267,41,1
전라남도 목포시 삼향동(4611078000),4670,4670,324,473,537,503,785,770,682,389,178,29,0,2325,2325,161,249,287,257,398,395,330,184,61,3,0,2345,2345,163,224,250,246,387,375,352,205,117,26,0
전라남도 목포시 옥암동(4611079000),11310,11310,1009,1583,1401,1351,2093,1880,1166,549,241,36,1,5450,5450,498,792,737,622,965,921,558,245,104,8,0,5860,5860,511,791,664,729,1128,959,608,304,137,28,1
전라남도 목포시 부흥동(4611080000),8241,8241,578,810,1187,930,1345,1587,1057,471,242,34,0,4021,4021,277,429,623,466,704,746,489,188,88,11,0,4220,4220,301,381,564,464,641,841,568,283,154,23,0
전라남도 목포시 부주동(4611081000),22880,22880,2466,3593,2921,2651,4705,3693,1888,693,227,42,1,11467,11467,1288,1829,1613,1240,2267,1884,964,308,66,8,0,11413,11413,1178,1764,1308,1411,2438,1809,924,385,161,34,1
전라남도 여수시 (4613000000),275812,275812,19032,25433,32251,29162,40490,48184,42476,25330,11611,1793,50,140523,140523,9698,13095,18310,15742,21260,25368,20948,11786,3995,316,5,135289,135289,9334,12338,13941,13420,19230,22816,21528,13544,7616,1477,45
전라남도 여수시 돌산읍(4613025000),2588,2588,45,79,172,115,200,435,606,549,336,50,1,1305,1305,23,36,95,75,143,242,311,246,122,12,0,1283,1283,22,43,77,40,57,193,295,303,214,38,1
전라남도 여수시 돌산읍우두출장소(4613025100),8524,8524,498,658,728,741,1261,1407,1600,1045,505,80,1,4466,4466,269,338,428,415,726,793,786,495,199,17,0,4058,4058,229,320,300,326,535,614,814,550,306,63,1
전라남도 여수시 돌산읍죽포출장소(4613025200),1894,1894,34,60,144,71,132,315,451,390,242,52,3,917,917,18,31,83,34,82,174,222,185,78,10,0,977,977,16,29,61,37,50,141,229,205,164,42,3
전라남도 여수시 소라면(4613031000),22141,22141,2176,2270,2379,2747,3478,3845,2891,1442,785,120,8,11320,11320,1146,1160,1341,1394,1805,1985,1533,666,265,24,1,10821,10821,1030,1110,1038,1353,1673,1860,1358,776,520,96,7
전라남도 여수시 율촌면(4613032000),6093,6093,214,308,425,381,692,992,1269,1029,651,128,4,3169,3169,108,168,261,215,459,602,647,468,220,20,1,2924,2924,106,140,164,166,233,390,622,561,431,108,3
전라남도 여수시 화양면(4613033000),6335,6335,127,255,524,327,559,1167,1429,1119,703,125,0,3253,3253,68,136,322,179,351,677,788,492,214,26,0,3082,3082,59,119,202,148,208,490,641,627,489,99,0
전라남도 여수시 남면(4613034000),2715,2715,50,110,124,122,207,418,654,610,365,54,1,1383,1383,25,59,74,79,139,263,340,274,118,12,0,1332,1332,25,51,50,43,68,155,314,336,247,42,1
전라남도 여수시 화정면(4613035000),1330,1330,11,30,54,54,89,188,321,306,231,45,1,668,668,5,16,27,37,67,108,189,144,68,7,0,662,662,6,14,27,17,22,80,132,162,163,38,1
전라남도 여수시 화정면개도출장소(4613035600),798,798,15,37,47,28,59,144,165,175,108,20,0,403,403,9,20,28,13,34,94,85,84,31,5,0,395,395,6,17,19,15,25,50,80,91,77,15,0
전라남도 여수시 삼산면(4613036000),2051,2051,52,91,127,135,215,425,506,307,165,26,2,1155,1155,25,52,79,88,146,255,281,162,61,5,1,896,896,27,39,48,47,69,170,225,145,104,21,1
전라남도 여수시 동문동(4613051500),4534,4534,217,281,425,429,546,657,920,741,275,43,0,2298,2298,105,144,249,240,333,351,423,347,99,7,0,2236,2236,112,137,176,189,213,306,497,394,176,36,0
전라남도 여수시 한려동(4613053500),3011,3011,93,183,318,297,324,453,557,544,221,19,2,1501,1501,41,94,158,180,191,254,248,239,90,5,1,1510,1510,52,89,160,117,133,199,309,305,131,14,1
전라남도 여수시 중앙동(4613057000),4197,4197,131,254,375,300,513,681,923,737,258,25,0,2103,2103,68,137,226,162,301,365,405,330,104,5,0,2094,2094,63,117,149,138,212,316,518,407,154,20,0
전라남도 여수시 충무동(4613060000),3810,3810,82,191,329,257,405,619,814,764,314,34,1,1946,1946,51,96,184,150,260,357,385,340,114,9,0,1864,1864,31,95,145,107,145,262,429,424,200,25,1
전라남도 여수시 광림동(4613062500),5917,5917,171,293,619,496,701,995,1256,969,369,46,2,3070,3070,103,168,364,290,421,540,586,450,139,9,0,2847,2847,68,125,255,206,280,455,670,519,230,37,2
전라남도 여수시 서강동(4613063500),3543,3543,129,203,362,269,401,564,759,572,246,38,0,1746,1746,63,88,205,153,225,296,327,278,103,8,0,1797,1797,66,115,157,116,176,268,432,294,143,30,0
전라남도 여수시 대교동(4613065500),5164,5164,161,244,402,408,592,784,1174,950,397,52,0,2603,2603,75,114,228,222,382,450,528,432,165,7,0,2561,2561,86,130,174,186,210,334,646,518,232,45,0
전라남도 여수시 국동(4613067000),11000,11000,599,850,1112,1011,1456,1907,2131,1370,507,54,3,5533,5533,297,444,633,585,792,948,986,638,203,7,0,5467,5467,302,406,479,426,664,959,1145,732,304,47,3
전라남도 여수시 월호동(4613068500),6674,6674,394,584,652,574,908,1091,1360,801,278,28,4,3330,3330,195,292,360,306,472,545,659,387,107,7,0,3344,3344,199,292,292,268,436,546,701,414,171,21,4
전라남도 여수시 여서동(4613070000),17907,17907,988,1706,2316,1796,2544,3220,3112,1449,677,97,2,8830,8830,475,881,1316,973,1285,1528,1466,659,231,16,0,9077,9077,513,825,1000,823,1259,1692,1646,790,446,81,2
전라남도 여수시 문수동(4613071000),20567,20567,1649,2157,2467,2339,3359,3430,2861,1578,622,104,1,10311,10311,862,1089,1338,1238,1678,1761,1405,729,197,14,0,10256,10256,787,1068,1129,1101,1681,1669,1456,849,425,90,1
전라남도 여수시 미평동(4613073000),11299,11299,532,1011,1712,1060,1616,2219,1728,946,423,51,1,6052,6052,274,542,1015,636,886,1228,908,434,121,8,0,5247,5247,258,469,697,424,730,991,820,512,302,43,1
전라남도 여수시 둔덕동(4613074000),9966,9966,616,1123,1365,1015,1548,1930,1451,670,215,32,1,5016,5016,308,583,756,557,730,981,704,313,79,5,0,4950,4950,308,540,609,458,818,949,747,357,136,27,1
전라남도 여수시 만덕동(4613076500),10337,10337,974,968,1045,1238,1567,1482,1616,997,389,59,2,5200,5200,487,506,570,645,834,746,766,492,146,8,0,5137,5137,487,462,475,593,733,736,850,505,243,51,2
전라남도 여수시 쌍봉동(4613078000),32419,32419,2526,3671,4928,3900,5259,6108,3694,1598,631,98,6,16576,16576,1261,1874,2823,2075,2548,3155,1845,774,209,12,0,15843,15843,1265,1797,2105,1825,2711,2953,1849,824,422,86,6
전라남도 여수시 시전동(4613079000),39003,39003,4618,4724,4739,5672,6910,6526,3757,1374,567,115,1,19542,19542,2370,2452,2575,2794,3338,3309,1860,661,164,19,0,19461,19461,2248,2272,2164,2878,3572,3217,1897,713,403,96,1
전라남도 여수시 여천동(4613080000),20620,20620,1007,1803,3119,2182,3001,4383,3059,1329,625,110,2,10906,10906,499,908,1861,1349,1610,2295,1551,627,186,19,1,9714,9714,508,895,1258,833,1391,2088,1508,702,439,91,1
전라남도 여수시 주삼동(4613081000),7999,7999,865,1119,897,989,1613,1120,714,467,182,33,0,4086,4086,438,586,480,518,807,639,332,219,63,4,0,3913,3913,427,533,417,471,806,481,382,248,119,29,0
전라남도 여수시 삼일동(4613082000),2235,2235,44,110,239,152,229,448,471,322,190,29,1,1233,1233,23,57,164,98,139,284,257,147,58,6,0,1002,1002,21,53,75,54,90,164,214,175,132,23,1
전라남도 여수시 묘도동(4613083000),1141,1141,14,60,106,57,106,231,227,180,134,26,0,602,602,7,24,67,42,76,143,125,74,41,3,0,539,539,7,36,39,15,30,88,102,106,93,23,0
전라남도 순천시 (4615000000),280478,280478,22113,29120,36057,32458,42322,49361,36941,19421,10924,1704,57,140006,140006,11316,15116,19701,16755,20837,24886,18515,8871,3658,348,3,140472,140472,10797,14004,16356,15703,21485,24475,18426,10550,7266,1356,54
전라남도 순천시 승주읍(4615025000),2623,2623,49,107,183,104,183,480,606,431,421,57,2,1296,1296,34,47,109,56,105,295,329,191,112,18,0,1327,1327,15,60,74,48,78,185,277,240,309,39,2
전라남도 순천시 해룡면(4615031000),4437,4437,115,178,355,251,397,855,973,702,511,100,0,2291,2291,58,93,217,154,241,522,513,308,170,15,0,2146,2146,57,85,138,97,156,333,460,394,341,85,0
전라남도 순천시 해룡면상삼출장소(4615031500),19459,19459,1563,2565,3230,2484,3437,3832,1508,511,287,40,2,9677,9677,792,1354,1756,1281,1549,1863,775,206,95,6,0,9782,9782,771,1211,1474,1203,1888,1969,733,305,192,34,2
전라남도 순천시 해룡면신대출장소(4615031600),32914,32914,5695,5091,3129,6168,7078,3716,1421,414,166,34,2,16712,16712,2930,2673,1688,2969,3466,2039,723,178,42,4,0,16202,16202,2765,2418,1441,3199,3612,1677,698,236,124,30,2
전라남도 순천시 서면(4615032000),13567,13567,906,1154,1422,1583,1883,2383,2150,1244,740,98,4,6818,6818,466,621,724,861,972,1260,1118,555,224,17,0,6749,6749,440,533,698,722,911,1123,1032,689,516,81,4
전라남도 순천시 황전면(4615033000),2892,2892,46,98,143,119,193,445,657,627,485,78,1,1460,1460,24,51,86,73,130,278,348,297,156,17,0,1432,1432,22,47,57,46,63,167,309,330,329,61,1
전라남도 순천시 월등면(4615034000),1769,1769,34,60,101,85,122,301,442,332,251,39,2,845,845,17,26,47,47,75,167,241,151,65,9,0,924,924,17,34,54,38,47,134,201,181,186,30,2
전라남도 순천시 주암면(4615035000),3070,3070,55,96,173,125,208,499,731,600,504,77,2,1543,1543,31,49,105,84,146,295,369,276,168,20,0,1527,1527,24,47,68,41,62,204,362,324,336,57,2
전라남도 순천시 송광면(4615036000),1456,1456,10,30,62,53,113,260,335,290,265,38,0,753,753,7,18,37,34,79,161,197,134,78,8,0,703,703,3,12,25,19,34,99,138,156,187,30,0
전라남도 순천시 외서면(4615037000),838,838,12,37,46,24,46,136,199,160,149,29,0,407,407,7,20,30,13,31,84,103,82,35,2,0,431,431,5,17,16,11,15,52,96,78,114,27,0
전라남도 순천시 낙안면(4615038000),3163,3163,82,140,201,145,217,485,784,605,431,70,3,1540,1540,40,77,112,77,132,257,408,279,145,12,1,1623,1623,42,63,89,68,85,228,376,326,286,58,2
전라남도 순천시 별량면(4615039000),5436,5436,123,261,396,253,476,932,1180,912,775,123,5,2718,2718,66,128,235,145,298,531,645,402,242,25,1,2718,2718,57,133,161,108,178,401,535,510,533,98,4
전라남도 순천시 상사면(4615040000),2848,2848,58,134,271,146,252,558,639,426,304,54,6,1452,1452,39,76,165,88,137,297,341,193,105,11,0,1396,1396,19,58,106,58,115,261,298,233,199,43,6
전라남도 순천시 향동(4615051500),3556,3556,127,253,332,263,407,524,730,588,291,40,1,1758,1758,65,133,190,154,220,269,352,284,85,6,0,1798,1798,62,120,142,109,187,255,378,304,206,34,1
전라남도 순천시 매곡동(4615054000),6716,6716,449,532,1088,850,823,952,948,671,363,39,1,3319,3319,221,288,569,449,417,479,451,294,141,10,0,3397,3397,228,244,519,401,406,473,497,377,222,29,1
전라남도 순천시 삼산동(4615055000),25290,25290,1847,2530,3769,2853,3660,4454,3677,1641,718,135,6,12424,12424,958,1249,2090,1461,1766,2082,1763,778,246,31,0,12866,12866,889,1281,1679,1392,1894,2372,1914,863,472,104,6
전라남도 순천시 조곡동(4615056000),6053,6053,294,508,685,605,816,1109,1080,626,277,51,2,3035,3035,149,269,365,336,415,579,510,288,114,10,0,3018,3018,145,239,320,269,401,530,570,338,163,41,2
전라남도 순천시 덕연동(4615057000),43281,43281,3027,5053,6268,4688,6711,8544,5758,2192,897,137,6,21597,21597,1501,2638,3483,2434,3215,4077,2857,1053,310,29,0,21684,21684,1526,2415,2785,2254,3496,4467,2901,1139,587,108,6
전라남도 순천시 풍덕동(4615058000),7514,7514,317,565,870,680,934,1267,1434,947,451,49,0,3736,3736,171,307,478,353,519,626,666,413,192,11,0,3778,3778,146,258,392,327,415,641,768,534,259,38,0
전라남도 순천시 남제동(4615059000),8514,8514,307,603,993,747,990,1602,1639,1098,470,63,2,4306,4306,157,330,579,388,560,816,769,496,199,12,0,4208,4208,150,273,414,359,430,786,870,602,271,51,2
전라남도 순천시 저전동(4615060000),2614,2614,89,161,273,235,262,401,513,436,213,31,0,1272,1272,44,83,143,139,134,198,227,190,105,9,0,1342,1342,45,78,130,96,128,203,286,246,108,22,0
전라남도 순천시 장천동(4615061000),2153,2153,44,85,224,184,254,405,490,309,130,26,2,1133,1133,22,48,109,117,154,236,243,140,56,7,1,1020,1020,22,37,115,67,100,169,247,169,74,19,1
전라남도 순천시 중앙동(4615062000),2938,2938,83,177,358,278,354,500,571,394,192,31,0,1493,1493,44,92,205,156,186,264,275,187,74,10,0,1445,1445,39,85,153,122,168,236,296,207,118,21,0
전라남도 순천시 도사동(4615063500),18156,18156,1936,1727,2009,2327,2880,3095,2309,1147,615,107,4,9163,9163,1006,903,1111,1183,1479,1561,1153,549,199,19,0,8993,8993,930,824,898,1144,1401,1534,1156,598,416,88,4
전라남도 순천시 왕조1동(4615066100),40413,40413,3319,4647,6343,4945,6502,7792,4366,1595,779,121,4,19984,19984,1694,2398,3359,2533,3020,3805,2215,719,217,24,0,20429,20429,1625,2249,2984,2412,3482,3987,2151,876,562,97,4
전라남도 순천시 왕조2동(4615066500),18808,18808,1526,2328,3133,2263,3124,3834,1801,523,239,37,0,9274,9274,773,1145,1709,1170,1391,1845,924,228,83,6,0,9534,9534,753,1183,1424,1093,1733,1989,877,295,156,31,0
전라남도 나주시 (4617000000),116398,116398,9589,9649,11891,14248,16805,17530,17163,11282,7103,1110,28,58765,58765,4954,4946,6290,7412,9240,9649,8790,5041,2203,235,5,57633,57633,4635,4703,5601,6836,7565,7881,8373,6241,4900,875,23
전라남도 나주시 남평읍(4617025000),11985,11985,1030,799,1066,1514,1696,1955,2076,1141,616,92,0,6011,6011,533,402,574,778,952,1002,1044,516,190,20,0,5974,5974,497,397,492,736,744,953,1032,625,426,72,0
전라남도 나주시 세지면(4617031000),2555,2555,31,134,176,120,207,448,573,470,337,58,1,1303,1303,15,74,102,66,138,274,314,208,104,8,0,1252,1252,16,60,74,54,69,174,259,262,233,50,1
전라남도 나주시 왕곡면(4617032000),2822,2822,56,115,223,162,230,499,647,456,377,56,1,1476,1476,27,63,134,107,151,314,350,210,112,8,0,1346,1346,29,52,89,55,79,185,297,246,265,48,1
전라남도 나주시 반남면(4617033000),1384,1384,19,37,84,59,114,244,313,269,205,40,0,687,687,9,19,49,46,73,141,165,127,48,10,0,697,697,10,18,35,13,41,103,148,142,157,30,0
전라남도 나주시 공산면(4617034000),2243,2243,69,114,137,104,205,351,515,394,320,31,3,1146,1146,34,66,83,61,129,220,273,176,103,1,0,1097,1097,35,48,54,43,76,131,242,218,217,30,3
전라남도 나주시 동강면(4617035000),2384,2384,44,66,143,99,195,360,580,476,361,60,0,1189,1189,16,39,90,57,134,213,319,203,103,15,0,1195,1195,28,27,53,42,61,147,261,273,258,45,0
전라남도 나주시 다시면(4617036000),3539,3539,55,142,229,184,295,587,871,638,466,69,3,1779,1779,24,82,137,119,195,323,460,275,150,14,0,1760,1760,31,60,92,65,100,264,411,363,316,55,3
전라남도 나주시 문평면(4617037000),1897,1897,32,47,97,84,140,317,471,352,309,45,3,930,930,14,24,59,46,96,189,256,147,92,7,0,967,967,18,23,38,38,44,128,215,205,217,38,3
전라남도 나주시 노안면(4617038000),4506,4506,78,145,306,236,348,858,1111,738,569,115,2,2325,2325,44,81,176,142,232,513,597,340,174,26,0,2181,2181,34,64,130,94,116,345,514,398,395,89,2
전라남도 나주시 금천면(4617039000),4171,4171,106,201,338,279,427,708,907,725,420,58,2,2203,2203,58,109,191,173,269,443,475,327,147,11,0,1968,1968,48,92,147,106,158,265,432,398,273,47,2
전라남도 나주시 산포면(4617040000),3291,3291,67,122,264,218,330,648,730,521,341,50,0,1727,1727,31,64,151,134,220,395,384,239,97,12,0,1564,1564,36,58,113,84,110,253,346,282,244,38,0
전라남도 나주시 다도면(4617042000),1845,1845,26,59,94,90,136,356,465,324,255,37,3,947,947,13,27,51,52,87,219,270,140,75,11,2,898,898,13,32,43,38,49,137,195,184,180,26,1
전라남도 나주시 봉황면(4617043000),4097,4097,68,164,273,202,338,710,967,775,517,78,5,2131,2131,38,94,158,113,241,434,519,357,161,14,2,1966,1966,30,70,115,89,97,276,448,418,356,64,3
전라남도 나주시 송월동(4617051000),7928,7928,576,819,1227,1012,1212,1366,873,511,294,36,2,3957,3957,303,409,662,561,589,731,409,197,87,9,0,3971,3971,273,410,565,451,623,635,464,314,207,27,2
전라남도 나주시 영강동(4617052000),2695,2695,129,180,305,281,353,487,459,301,170,30,0,1331,1331,64,90,173,150,191,261,211,131,55,5,0,1364,1364,65,90,132,131,162,226,248,170,115,25,0
전라남도 나주시 금남동(4617054000),4784,4784,214,340,473,365,521,847,871,706,389,57,1,2399,2399,117,208,271,178,289,437,426,306,152,15,0,2385,2385,97,132,202,187,232,410,445,400,237,42,1
전라남도 나주시 성북동(4617055000),8654,8654,623,903,1258,820,1321,1474,1114,718,364,59,0,4363,4363,337,482,700,417,674,767,540,309,121,16,0,4291,4291,286,421,558,403,647,707,574,409,243,43,0
전라남도 나주시 영산동(4617058000),3090,3090,93,171,234,194,295,549,659,517,319,59,0,1556,1556,52,85,125,106,192,308,344,230,94,20,0,1534,1534,41,86,109,88,103,241,315,287,225,39,0
전라남도 나주시 이창동(4617060000),3315,3315,95,190,360,278,399,589,671,459,233,40,1,1785,1785,47,92,214,166,249,375,355,217,63,7,0,1530,1530,48,98,146,112,150,214,316,242,170,33,1
전라남도 나주시 빛가람동(4617062000),39213,39213,6178,4901,4604,7947,8043,4177,2290,791,241,40,1,19520,19520,3178,2436,2190,3940,4139,2090,1079,386,75,6,1,19693,19693,3000,2465,2414,4007,3904,2087,1211,405,166,34,0
전라남도 광양시 (4623000000),151460,151460,12500,15598,19273,18084,23204,29779,18736,8495,4891,879,21,79124,79124,6350,8102,11194,9701,12075,16147,9867,3965,1577,146,0,72336,72336,6150,7496,8079,8383,11129,13632,8869,4530,3314,733,21
전라남도 광양시 광양읍(4623025000),48393,48393,4049,5022,5801,5543,7748,8743,6405,3097,1674,306,5,24785,24785,2046,2628,3180,2842,4083,4660,3323,1438,531,54,0,23608,23608,2003,2394,2621,2701,3665,4083,3082,1659,1143,252,5
전라남도 광양시 봉강면(4623031000),2129,2129,55,110,181,140,189,438,435,296,231,54,0,1106,1106,37,62,112,85,111,251,228,130,77,13,0,1023,1023,18,48,69,55,78,187,207,166,154,41,0
전라남도 광양시 옥룡면(4623032000),3025,3025,74,137,232,141,247,613,670,467,370,72,2,1500,1500,40,64,143,72,119,351,377,201,118,15,0,1525,1525,34,73,89,69,128,262,293,266,252,57,2
전라남도 광양시 옥곡면(4623033000),4996,4996,268,270,603,491,528,1147,826,482,330,50,1,2556,2556,144,137,340,276,260,621,427,225,117,9,0,2440,2440,124,133,263,215,268,526,399,257,213,41,1
전라남도 광양시 진상면(4623034000),2727,2727,53,111,170,142,189,535,568,496,389,72,2,1376,1376,22,75,106,82,108,316,298,224,133,12,0,1351,1351,31,36,64,60,81,219,270,272,256,60,2
전라남도 광양시 진월면(4623035000),2751,2751,66,86,180,134,244,467,602,542,349,78,3,1369,1369,31,46,103,77,157,293,295,238,117,12,0,1382,1382,35,40,77,57,87,174,307,304,232,66,3
전라남도 광양시 다압면(4623036000),1747,1747,41,86,112,83,148,313,435,284,222,22,1,882,882,21,43,78,40,91,184,231,113,78,3,0,865,865,20,43,34,43,57,129,204,171,144,19,1
전라남도 광양시 골약동(4623051500),4409,4409,675,287,449,1025,548,526,385,271,199,42,2,2348,2348,352,157,257,533,315,315,204,132,78,5,0,2061,2061,323,130,192,492,233,211,181,139,121,37,2
전라남도 광양시 중마동(4623053000),56679,56679,5645,7160,7986,7899,10231,11246,4464,1344,603,97,4,29894,29894,2867,3679,4615,4257,5194,6051,2402,632,181,16,0,26785,26785,2778,3481,3371,3642,5037,5195,2062,712,422,81,4
전라남도 광양시 광영동(4623054000),11651,11651,776,1084,1460,1158,1722,2729,1809,605,257,50,1,6165,6165,387,555,857,639,945,1490,930,288,70,4,0,5486,5486,389,529,603,519,777,1239,879,317,187,46,1
전라남도 광양시 금호동(4623055000),11255,11255,746,1144,1929,1193,1247,2665,1781,408,123,19,0,6196,6196,378,605,1283,702,581,1401,956,251,37,2,0,5059,5059,368,539,646,491,666,1264,825,157,86,17,0
